[11/28/2014 16:09:36]User SmitedGold has bought Helm of the Great General for (360, Gold)
[11/28/2014 16:09:44]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 16:09:45]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 16:13:24]User SmitedGold has bought Bow of Covert Havens for (600, Gold)
[11/28/2014 16:13:32]User SmitedGold has bought Giantcatcher Trap for (400, Gold)
[11/28/2014 16:13:39]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 16:13:43]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 16:13:46]User SmitedGold has bought Ring of Exalted Speed for (180, Gold)
[11/28/2014 16:17:36]User SmitedGold has bought Wand of Recompense for (550, Gold)
[11/28/2014 16:17:37]User SmitedGold has bought Scepter of Storms for (360, Gold)
[11/28/2014 16:17:50]User SmitedGold has bought Robe of the Grand Sorcerer for (850, Gold)
[11/28/2014 16:17:55]User SmitedGold has bought Ring of Exalted Speed for (180, Gold)
[11/28/2014 16:21:15]User SmitedGold has bought Dagger of Foul Malevolence for (650, Gold)
[11/28/2014 16:21:18]User SmitedGold has bought Baneserpent Poison for (400, Gold)
[11/28/2014 16:21:31]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[11/28/2014 16:21:36]User SmitedGold has bought Ring of Exalted Defense for (360, Gold)
[11/28/2014 16:22:47]User SmitedGold has bought Ring of Exalted Wisdom for (180, Gold)
[11/28/2014 16:22:49]User SmitedGold has bought Sword of Acclaim for (900, Gold)
[11/28/2014 16:22:59]User SmitedGold has bought Acropolis Armor for (850, Gold)
[11/28/2014 16:23:02]User SmitedGold has bought Seal of the Blessed Champion for (400, Gold)
[11/28/2014 20:19:38]User SmitedGold has bought Remote Key for (0, Fame)
[11/28/2014 20:19:54]User SmitedGold has bought Sprite World Key for (20, Fame)
[11/28/2014 20:25:39]User Zeroeh has bought Pirate Cave Key for (5, Fame)
[11/28/2014 20:25:43]User Zeroeh has bought Spider Den Key for (10, Fame)
[11/28/2014 20:32:36]User Zeroeh has bought Elixir of Health 7 for (100, Fame)
[11/28/2014 20:32:36]User Zeroeh has bought Elixir of Magic 7 for (100, Fame)
[11/28/2014 20:32:42]User Zeroeh has bought Elixir of Health 7 for (100, Fame)
[11/28/2014 20:32:43]User Zeroeh has bought Elixir of Magic 7 for (100, Fame)
[11/28/2014 20:32:44]User Zeroeh has bought Elixir of Magic 7 for (100, Fame)
[11/28/2014 20:32:45]User Zeroeh has bought Elixir of Health 7 for (100, Fame)
[11/29/2014 12:32:56]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[11/29/2014 12:33:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
[11/29/2014 12:33:08]User SmitedGold has bought Dagger of Foul Malevolence for (650, Gold)
[11/29/2014 12:33:13]User SmitedGold has bought Prism of Apparitions for (360, Gold)
[11/29/2014 12:33:46]User SmitedGold has bought Ring of Exalted Speed for (180, Gold)
[11/29/2014 16:19:34]User ArbitrZ has bought Dagger of Foul Malevolence for (650, Gold)
[11/29/2014 16:19:38]User ArbitrZ has bought Ring of Exalted Defense for (360, Gold)
[11/29/2014 16:19:45]User ArbitrZ has bought Hydra Skin Armor for (800, Gold)
[11/29/2014 16:19:56]User ArbitrZ has bought Baneserpent Poison for (400, Gold)
[12/24/2014 19:13:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:52]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:55]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:55]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:55]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:56]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:56]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:56]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:56]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:56]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:13:57]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:00]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:00]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:00]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:00]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:01]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:01]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:01]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:01]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:06]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:06]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:06]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:12]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:12]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:12]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:12]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:13]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:13]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:13]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:13]User Zeroeh has bought Potion of Oryx for (5, Gold)
[12/24/2014 19:14:19]User Zeroeh has bought Amulet of Resurrection for (11500, Fame)
[12/24/2014 19:14:27]User Zeroeh has bought Quiver of Elvish Mastery for (400, Gold)
[12/24/2014 19:14:29]User Zeroeh has bought Bow of Covert Havens for (600, Gold)
[12/24/2014 19:14:34]User Zeroeh has bought Hydra Skin Armor for (800, Gold)
[12/25/2014 08:56:10]User Zeroeh has bought Amulet of Resurrection for (11500, Fame)
[01/10/2015 13:43:01]User Zeroeh has bought Dagger of Foul Malevolence for (650, Gold)
[01/10/2015 13:43:05]User Zeroeh has bought Prism of Apparitions for (360, Gold)
[01/10/2015 13:43:12]User Zeroeh has bought Amulet of Resurrection for (11500, Fame)
[01/10/2015 13:43:16]User Zeroeh has bought Hydra Skin Armor for (800, Gold)
[01/26/2015 16:22:09]User SmitedGold has bought Elemental Detonation Spell for (400, Gold)
[01/26/2015 16:22:11]User SmitedGold has bought Elemental Detonation Spell for (400, Gold)
[01/26/2015 16:22:28]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:28]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:29]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:29]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:30]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:37]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:41]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:44]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:44]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:45]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:22:55]User SmitedGold has bought Staff of the Cosmic Whole for (900, Gold)
[01/26/2015 16:23:04]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[01/26/2015 16:23:08]User SmitedGold has bought Robe of the Grand Sorcerer for (850, Gold)
[01/26/2015 16:23:28]User SmitedGold has bought Tablet of the King's Avatar for (1925, Gold)
[01/26/2015 16:25:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/26/2015 16:25:59]User SmitedGold has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:09:59]User Zeroeh has bought Ring of Exalted Health for (360, Gold)
[01/29/2015 08:10:01]User Zeroeh has bought Sword of Acclaim for (900, Gold)
[01/29/2015 08:10:06]User Zeroeh has bought Acropolis Armor for (850, Gold)
[01/29/2015 08:10:14]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:14]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:14]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:15]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:15]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:16]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:16]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:16]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:16]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:19]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:19]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:20]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:20]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:20]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:20]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:21]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:21]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:25]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:25]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:25]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:25]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:26]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:26]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:26]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:26]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:27]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:27]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:29]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:29]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:30]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:30]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:30]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:30]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:30]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:31]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:31]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:34]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:34]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:34]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:35]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:35]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:35]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:36]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:36]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:36]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/29/2015 08:10:43]User Zeroeh has bought Helm of the Great General for (360, Gold)
[01/30/2015 11:55:39]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:39]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:39]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:40]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:40]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:41]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:41]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:41]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:44]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:44]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:44]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:44]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:48]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:48]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:48]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:48]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:48]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:49]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:49]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:55:49]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:56:06]User Zeroeh has bought Sword of Acclaim for (900, Gold)
[01/30/2015 11:59:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:45]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:46]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:46]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:46]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:47]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:49]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:49]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:50]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:51]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 11:59:52]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:14:21]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:14:22]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:02]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:03]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:03]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:04]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:04]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:04]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:15:05]User Zeroeh has bought Potion of Oryx for (5, Gold)
[01/30/2015 12:23:43]User Zeroeh has bought Bow of Covert Havens for (600, Gold)
[01/30/2015 12:24:23]User Zeroeh has bought Bow of Covert Havens for (600, Gold)
[02/01/2015 06:12:42]User Zeroeh has bought Pollen Powder Plus for (1000, Fame)
[02/01/2015 06:12:53]User Zeroeh has bought Pollen Powder Plus for (1000, Fame)
[02/01/2015 20:01:49]User SmitedGold has bought Prism of Apparitions for (360, Gold)
[02/01/2015 20:02:00]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[02/01/2015 20:02:04]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[02/01/2015 20:02:30]User SmitedGold has bought Tablet of the King's Avatar for (1925, Gold)
[02/01/2015 20:02:31]User SmitedGold has bought Tablet of the King's Avatar for (1925, Gold)
[02/01/2015 20:14:25]User SmitedGold has bought Cloak of Ghostly Concealment for (400, Gold)
[02/01/2015 20:14:30]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[02/01/2015 20:14:33]User SmitedGold has bought Hydra Skin Armor for (800, Gold)
[02/02/2015 12:02:21]User SmitedGold has bought Helm of the Great General for (360, Gold)
[02/02/2015 12:02:24]User SmitedGold has bought Ring of Exalted Health for (360, Gold)
[02/02/2015 12:02:27]User SmitedGold has bought Acropolis Armor for (850, Gold)
[02/02/2015 12:02:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:55]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:56]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:57]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:58]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:02:59]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:03]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:04]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:04]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:05]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:11]User SmitedGold has bought Elixir of Magic 7 for (300, Fame)
[02/02/2015 12:03:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:19]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:20]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:20]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:20]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:03:21]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:10]User hulabulia has bought Quiver of Elvish Mastery for (400, Gold)
[02/02/2015 12:13:15]User hulabulia has bought Ring of Exalted Defense for (360, Gold)
[02/02/2015 12:13:19]User hulabulia has bought Hydra Skin Armor for (800, Gold)
[02/02/2015 12:13:21]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:22]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:22]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:23]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:33]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:33]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:34]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:34]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:34]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:37]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:37]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:38]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:39]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:39]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:39]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:40]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:44]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:44]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:44]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:45]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:48]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:49]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:49]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:50]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:50]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:54]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:54]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:54]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:55]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:55]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:55]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:55]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:56]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:13:56]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:00]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:00]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:00]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:01]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:02]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:05]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:14:06]User hulabulia has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:35]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:36]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:42]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:43]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:43]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:43]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:43]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:43]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:47]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:48]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:24:52]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:25:01]User SmitedGold has bought Potion of Oryx for (5, Gold)
[02/02/2015 12:25:02]User SmitedGold has bought Potion of Oryx for (5, Gold)
